NUMBER,IDSW,ENGLISH,INDONESIAN,FORM,ORIGINAL_FORM,LANGUAGE,LOCATION,LONGITUDE,LATITUDE,GENDER,RECORDED,MEDIALINK,REGISTER,EXCLUDE,REFERENCE,GRAMMAR_COMMENT,PRONUNCIATION_COMMENT,TRANSLATION_COMMENT,EDITING_COMMENT,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,HOLLE,SIL,REID,BLUST,LIST,SWA100,GUD200
0029,04.360,knee,lutut,baki tuku,baki tuku  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0091,041,154.0,0.0,C126 D46 E118 F122 G131 Sa92,47.0,
0030,04.362,"popliteal space, back of the knee#",(pe)lipatan lutut,kalanggair,kalanggair,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0092,042*,0.0,0.0,,,
0030a,04.363,knee cap,tempurung lutut,batu katela,batu katela [1. katelah],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,[1. katelah],,,bodyparts,noun,,,,,0.0,0.0,,,
0031,04.371,"joint (ankle, elbow, wrist)","sendi, pergelangan (kaki, tangan, etc)",lolotukong,lolotukong,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0088,043*,5.0,0.0,,,
0031a,04.376,ankle,"mata kaki, buku lali",bukulali,bukulali p17,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,,,,,,,0.0,0.0,,,
0032,04.372,heel,tumit,tumbar,tumbar,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0089,045,138.0,0.0,,,
0033,04.330,hand,tangan,pale,pale  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0097,027*,132.0,1.0,C127 D47 E119 F119 G128,48.0,65.0
0034,04.331,palm of the hand,tapak tangan,intek pale,intek pale,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0102,028,210.0,0.0,,,
0035,12.541,span (eight inches),jengkal,handangang,handangang,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,,,,anggota tubuh,,029,279.0,0.0,,,
0036,04.340,finger,jari,burak pale,burak pale p28,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0104,030,110.0,0.0,,,
0037,04.342,thumb,ibu jari,sinang pale,sinang pale,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0108,031,0.0,0.0,,,
0038,04.343,"pinky, little finger",jari kelingking,kalinjing,kalinjing,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0112,032,0.0,0.0,,,
0039,04.344,fingernail,kuku jari,konuku,konuku  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0107,033,111.0,0.0,C124 D44 E116 F120 G129,,
0040,04.320,elbow,siku,siku,siku  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0100,026,94.0,0.0,,,
0041,04.310,arm,lengan,takia,takia,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0095,,0.0,0.0,,,
0042,04.400,chest,dada,barabak,barabak,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0041/42,035,46.0,0.0,,,
0043,04.410,breast,"susu, buah dada",susu,susu,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0044,036*,34.0,18.0,C130 D50 E122 G126 Sa18,51.0,
0044,04.412,nipple,puting susu,ngudu susu,ngudu susu,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0045,,0.0,0.0,,,
0045,04.411,suck at the breast,susu  menyusu,susu,susu mompaN%n- moN%n- ni--i ro--i~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,mompaN%n- moN%n- ni--i ro--i,,,,body,intr,action,,0048,,0.0,0.0,,,
0046,04.415,milk,air susu,dunana susu,dunana susu,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,body,noun,mass,,0046,,0.0,0.0,,,
0047,04.280,neck,leher,baroko,baroko   ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0038,023*,192.0,25.0,C129 D49 E121 F116 G125,50.0,103.0
0048,04.290,throat (esophagus),kerongkongan,gorogot,gorogot,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0037,024*,315.0,0.0,,,
0049,04.191,upper back,punggung atas,banjik,banjik,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0063,034*,11.0,13.0,,,6.0
0049b,04.192,"backbone, spine",tulang punggung,bunggorung,bunggorung,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0064,,0.0,0.0,,,
0050,04.435,belly,perut,kompong,kompong,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0054,037*,16.0,14.0,C128 D48 E120 F117 G127 Z4.46A,49.0,10.0
0051,04.144,body hair,bulu (badan)  ->04.140,bulu,bulu,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0122,047*,0.0,0.0,C115 E107 F106 G115,,
0052,04.300,shoulder,bahu,paluka,paluka  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0065,025,261.0,19.0,,,
0053,04.301,shoulderblade,tulang belikat,buku paluka,buku paluka,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0066,,0.0,0.0,,,
0053a,04.302,collarbone,tulang selangka,buku lologi,buku lologi  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,,,0.0,0.0,,,
0054,04.351,thigh,paha,palanga,palanga   ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0090,039,309.0,0.0,,,
0055,04.120,skin (person),kulit,kuli,kuli   ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0121,048,265.0,12.0,C117 D27 E101 F100 G107,28.0,137.0
0056,04.160,bone,tulang,buku,buku,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0115,051,31.0,15.0,C112 D30 E104 F104 G113,31.0,17.0
0057,04.162,rib,tulang rusuk,buku usuk,buku usuk  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0050,052,232.0,0.0,,,
0058,04.440,heart,jantung ->08.845,sule,sule,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0052,053*,136.0,0.0,C132 D51 G111,52.0,69.0
0059,04.150,blood,darah,raa,raa  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,body,noun,mass,anggota tubuh,0116,054,26.0,23.0,C111 D29 E103 F103 G110,30.0,15.0
0060,04.454,"gall, bile",empedu,peit,peit,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0057,057*,0.0,0.0,,,
0061,04.461,"intestines, guts (G)","usus, isi perut (w)",talinggo,talinggo,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0055,059*,150.0,16.0,,,63.0
0063,04.450,liver,hati,ate,ate  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0056,056*,170.0,17.0,C131 D52 E123 F118 G112,53.0,90.0
0064,04.441,lungs,paru-paru,ate bokak,ate bokak,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0051,058,175.0,0.0,,,
0065,04.130,"flesh, meat",daging (mentah),isi,isi  p15,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0539/01,049*,0.0,103.0,C110 D28 E102 F102 G108,29.0,95.0
0066,04.492,penis,kemaluan laki-laki,aro,aro  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,anggota tubuh,0077,064*,213.0,0.0,,,
0069,04.480,vagina,kemaluan perempuan,ßana,ßana  [fana'],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,[fana'],,,bodyparts,noun,,anggota tubuh,0078,065,333.0,0.0,,,
0072,04.731,become pregnant,jadi hamil,lumalo,"lumalo mo- (up to 3. month), nombaßa ['] =10.620",Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,mo- ,,(up to 3. month),,body,tr,,,,,0.0,0.0,,,
0072,04.731,become pregnant,jadi hamil,nombaßa,"lumalo mo- (up to 3. month), nombaßa ['] =10.620",Balaesang,Rano,119.7132,-0.0433,,True,,,False,=10.620,,['],,,body,tr,,,,,0.0,0.0,,,
0075,04.720,give birth to,lahir  melahirkan  dilahirkan  #,nganak,nganak me- mopepe- p16,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me- mopepe- ,,,,body,tr,action,,0413/01,,0.0,0.0,,,
0076,04.470,womb,"kandungan, rahim ->02.270",gaibu,gaibu [geißu'],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,[geißu'],,,bodyparts,noun,,,,,0.0,0.0,,,
0077,04.722,afterbirth,"tembuni, ari-ari",siakang = 02.457,siakang = 02.457,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,body,noun,mass,,0180,,0.0,0.0,,,
0078,04.723,umbilical cord,tali pusat,randan,randan,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0062,,0.0,0.0,,,
0079,04.725,midwife,bidan ->22.410,sando,sando  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,culture,noun,,,0414,,0.0,0.0,,,
0080,04.465,anus,"dubur, lubang pantat",porok kindut,porok kindut,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0071,061*,7.0,0.0,,,
0081,04.464,buttocks,"pantat, bokong",kindut,kindut,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0069,060,38.0,0.0,,,
0082,04.665,"excrement, feces",tahi,tai,tai p14,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,body,noun,mass,anggota tubuh,0073,063,95.0,0.0,,,
0083,04.660,defecate,"berak, membuang air besar",tai,tai  me-RDP- p31,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me-RDP- ,,,,body,intr,action,kata kerja,0072,452,73.0,0.0,,,
0084,04.650,urinate,kencing (k.k.),tolee,tolee me- pe--i  p14,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me- pe--i  ,,,,body,intr,action,,0082,,0.0,0.0,,,
0085,04.651,urine,air kencing #collapse?,lee,lee,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,anggota tubuh,0083,062,332.0,0.0,,,
0086,04.640,fart,kentut  berkentut,ontut,ontut RDP2 meN-/N-,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,RDP2 meN-/N-,,,,body,intr,action,,0075,,0.0,0.0,,,
0087a,04.335,fist,"tinju, kepalan",gomuh,gomuh / gomus,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0087a,04.335,fist,"tinju, kepalan",gomus,gomuh / gomus,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0088,04.346,middle finger,jari tengah,tipalando,tipalando  [']  [taipalando],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,"[']"", '[taipalando]",,,bodyparts,noun,,,0110,,0.0,0.0,,,
0088a,04.347,index finger,jari telunjuk,taituduk,taituduk,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0109,,0.0,0.0,,,
0088b,04.348,ring finger,jari manis,singgáiling,singgáiling,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0111,,0.0,0.0,,,
0090,04.313,upper arm,pangkal lengan,takia,=04.310,Balaesang,Rano,119.7132,-0.0433,,True,,,True,=04.310,,,,,bodyparts,noun,,,0098,,0.0,0.0,,,
0090a,04.314,forearm,lengan bagian bawah,takia,=04.310,Balaesang,Rano,119.7132,-0.0433,,True,,,False,=04.310,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0091,04.352,calf,betis,kalenter,kalenter [kalentér],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,[kalentér],,,bodyparts,noun,,anggota tubuh,0093,040,0.0,0.0,,,
0091b,04.353,shin,tulang kering,bulud,bulud,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,,noun,,,0094,,0.0,0.0,,,
0093,04.281,nape,tengkuk,tundu,tundu  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,0040,,0.0,0.0,,,
0094,04.295,Adam's apple,"jakun, lekum",buku gorogot,buku gorogot ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,,,,,bodyparts,noun,,,0039,,0.0,0.0,,,
0095,04.462,waist,pinggang,usuk,usuk,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,,,0.0,0.0,,,
0095a,04.312,armpit,ketiak,keke,keke  [']  =08.220,Balaesang,Rano,119.7132,-0.0433,,True,,,False,=08.220,,['],,,,noun,,,0099,,0.0,0.0,,,
0095c,04.463,hip,"pinggul, pangkal paha",bengo,bengo  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodypart,noun,,,,,0.0,0.0,,,
0096,04.468,tailbone (coccyx),tulang tungging/ekor,tampedung,tampedung  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,0070,,0.0,0.0,,,
0097,04.430,navel,pusat,puse,puse  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,0061,,0.0,0.0,,,
0098,04.460,stomach,lambung,besek,besek,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0053,,0.0,0.0,,,
0100,04.272,molar,geraham,bagang,bagang,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0034,,0.0,0.0,,,
0100a,04.244,palate,langit-langit mulut,langangar,langangar  p28,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0032,,0.0,0.0,,,
0102,04.155,"vein, tendon","urat, urat darah",ußat,ußat,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodypart,noun,,anggota tubuh,0118,055*,334.0,0.0,,,
0105,05.791,"fat, grease#",lemak,longu,longu,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,,noun,prop / sta,anggota tubuh,1073,050*,104.0,104.0,C113 D31 E105 F101 G109,32.0,42.0
0106,04.232,mucus,ingus ->04.845,nguus,nguus [ngus] / nguuh~,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,[ngus],,,body,noun,,,0020,,0.0,0.0,,,
0106,04.232,mucus,ingus ->04.845,nguuh,nguus [ngus] / nguuh~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,,,,,body,noun,,,0020,,0.0,0.0,,,
0107,04.146,dandruff,"ketombe, sindap",solu,solu  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,,,0.0,0.0,,,
0108,04.142,beard (goatee),janggut,janggu,janggu  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,0028,,0.0,0.0,,,
0108a,04.143,"sideburns, whiskers",cambang,cambang,cambang,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,,,,bodyparts,noun,,,0030,,0.0,0.0,,,
0109,04.148,moustache,kumis,bulusumi,bulusumi  ['],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,,['],,,bodyparts,noun,,,0027,,0.0,0.0,,,
0110,04.990,"naked, bare",telanjang,laang,laang me- [meláng],Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me- ,[meláng],,,body,stative,,,,,0.0,0.0,,,
0111,04.930,bald,"gundul, botak",dolih,dolih mV-,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,mV-,,,,body,stative,state,,0007,,0.0,0.0,,,
0111x,04.8,wart,kutil,lamperui,lamperui  [lamperuih],Balaesang,Rano,119.7132,-0.0433,,True,,,True,nan,,[lamperuih],,,,noun,,,,,0.0,0.0,,,
0112,04.740,"live, be alive",hidup ->12.530,ntußu,ntußu me- p21,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me- ,,,,,intr,state,kata kerja,0182,410,0.0,76.0,,,89.0
0113,04.610,sleep,tidur   ->07.212,turu,turu me- nipe--i p14,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me- nipe--i ,,,,body,stative,event,kata kerja,0138,466*,269.0,48.0,C186 E59 E170 F171 G183,60.0,139.0
0115,04.620,dream,(ber)mimpi,upi mongungupi,upi mongungupi  ~ p35,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,,,,,body,intr / tr,event,kata kerja,0139,467,79.0,50.0,C211 E191 F172 G186,,
0116,04.628,nod,angguk  mengangguk,kinde,kinde RDP2 mopo-  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,RDP2 mopo-  ,,,,body,intr,action,,0177,,0.0,0.0,,,
0117,04.624,"nod, be sleepy",antuk  mengantuk,antuk,antuk maN-  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,maN-  ,,,,body,intr / adj,state,kata kerja,0141,464,0.0,0.0,C212 E182 F170 G185,,
0119,04.612,snore,dengkur  berdengkur,anggor,anggor maN-  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,maN-  ,,,,body,intr,,,,,0.0,0.0,,,
0120,04.630,wake up,"bangun, sadar  ->09.440",mbaung,mbaung me- p23,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,me- ,,,,body,intr,event,kata kerja,0142,468*,0.0,0.0,C188 E172 F173 G187,,
0121,04.631,"awaken s.o., get up",bangun  membangunkan  ->10.145,mbaung,mbaung pepe-  p23,Balaesang,Rano,119.7132,-0.0433,,True,,,False,nan,pepe-  ,,,,,tr,action,kata kerja,1223,469*,0.0,0.0,C189 E173 G188,,
0122,05.110,eat,makan,kumang,kumang meN-/N-~ ro- ni-~  p11,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,meN-/N- ro- ni-  ,,,,body,tr / intr,action,kata kerja,0128,390,89.0,37.0,C182 D54 E166 F165 G178,55.0,37.0
0123,05.180,chew (not swallow),kunyah  mengunyah,ntaul,ntaul -i me- moma- ni--i  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,-i me- moma- ni--i  ,,,,body,tr,action,kata kerja,,393,0.0,38.0,,,
0124,05.181,chew betelnut,makan pinang,pangang,pangang moN%p-  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,moN%p-  ,,,,,tr,action,kata kerja,,394*,18.0,0.0,Z8.62B,,
0125,05.183,swallow,telan  menelan,onop,onop moN- ni-  ~,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,moN- ni-  ,,,,body,intr / tr,action,kata kerja,0137,395,296.0,0.0,,,
0127,05.160,suck (not nurse),isap  mengisap,ontop,ontop -i moN- moN--i ni--i~  p4,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,-i moN- moN--i ni--i  ,,,,,tr,action,kata kerja,1235,396*,293.0,42.0,,,156.0
0127a,05.162,smoke,"rokok  merokok, isap",sosop,sosop moN%n- ni-~  p4,Balaesang,Rano,119.7132,-0.0433,,False,,,False,nan,moN%n- ni-  ,,,,,tr,action,kata kerja,,,0.0,0.0,,,
